Column1	Column2
I like cold pizza.	Min„ tykk„„n kylm„st„ pizzasta.
I like curry rice.	Pid„n riisist„ curryn kera.
I like my friends.	Tykk„„n kavereistani.
I like my new job.	Pid„n uudesta ty”st„ni.
I like rock music.	Pid„n rock-musiikista.
I like sandwiches.	Tykk„„ voileivist„.
I like sandwiches.	Pid„n kerrosvoileivist„.
I like sauerkraut.	Min„ pid„n hapankaalista.
I like that dress.	Pid„n tuosta mekosta.
I like that skirt.	Pid„n tuosta hameesta.
I like this photo.	Pid„n tast„ valokuvasta.
I like to be here.	Minusta on mukavaa olla t„„ll„.
I like watermelon.	Pid„n vesimelonista.
I like watermelon.	Tykk„„n vesimelonista.
I like your shirt.	Pid„n paidastasi.
I like your style.	Pid„n sinun tyylist„si.
I like your style.	Min„ pid„n sinun tyylist„si.
I like your style.	Pid„n tyylist„si.
I like your style.	Min„ pid„n tyylist„si.
I liked that book.	Pidin tuosta kirjasta.
I liked that book.	M„ tykk„sin tosta kirjasta.
I liked this film.	Pidin t„st„ elokuvasta.
I listen to music.	Kuuntelen musiikkia.
I listen to music.	M„ kuuntelen musaa.
I lit the candles.	Sytytin kynttil„t.
I lit the candles.	Min„ sytytin kynttil„t.
I live in a hotel.	Asun hotellissa.
I lived in Boston.	Asuin Bostonissa.
I lived in Boston.	M„ asuin Bostonis.
I lost my glasses.	Hukkasin mun rillit.
I lost my glasses.	Kadotin silm„lasini.
I love being here.	Minusta on ihanaa olla t„„ll„.
I love challenges.	Rakastan haasteita.
I love challenges.	Tykk„„n haasteista tosi paljon.
I love hamburgers.	Rakastan hampurilaisia.
I love my country.	Rakastan maatani.
I love my new job.	Rakastan uutta ty”t„ni.
I love my new job.	M„ rakastan mun uutta ty”t„.
I love spicy food.	Rakastan tulista ruokaa.
I love spicy food.	Tykk„„n tulisesta ruoasta tosi paljon.
I love that shirt.	Rakastan tuota paitaa.
I love that story.	Rakastan sit„ kertomusta.
I love that story.	Rakastan t„t„ tarinaa.
I love these guys.	M„ rakastan n„it„ tyyppej„.
I love this photo.	T„m„ on ihana kuva.
I love this place.	Rakastan t„t„ paikkaa.
I love this store.	Min„ rakastan t„t„ kauppaa.
I love this store.	Min„ rakastan t„t„ liikett„.
I love you anyway.	Rakastan sinua joka tapauksessa.
I love your beard.	Rakastan partaasi.
I love your beard.	Jumaloin partaasi.
I love your dress.	Pid„n kovasti mekostasi.
I loved that show.	Minusta se lumi oli ihanaa.
I made her a doll.	Tein h„nelle nuken.
I made this chair.	Min„ tein t„m„„n tuolin.
I made you coffee.	Tein kahvia teille.
I may outlive you.	Saatan el„„ sinua pitemp„„n.
I met your friend.	Tapasin yst„v„si.
I miss my friends.	Mul on ik„v„ mun kavereita.
I miss my old job.	Minulla on ik„v„ vanhaa ty”t„ni.
I missed you kids.	Mulla oli teit„ ik„v„, lapsoset.
I must've fainted.	Olen varmaankin py”rtynyt.
I need a long nap.	Tarvitsen pitk„t p„iv„unet.
I need many books.	Tarvitsen monta kirjaa.
I need more space.	Tarvitsen enemm„n tilaa.
I need my glasses.	M„ tarviin mun silm„lasei.
I need my glasses.	Tarvitsen silm„lasejani.
I need some paper.	Tarvitsen paperia.
I need volunteers.	Tarvitsen vapaaehtoisia.
I never liked Tom.	En koskaan pit„nyt Tomista.
I never lost hope.	En koskaan menett„nyt toivoani.
I never oversleep.	En koskaan nuku pommiin.
I never oversleep.	Min„ en koskaan nuku pommiin.
I often oversleep.	Nukun usein liian my”h„„n.
I often oversleep.	Nukun usein pommiin.
I opened the door.	Avasin oven.
I opened the door.	Min„ avasin oven.
I opened the door.	Avasin sen oven.
I opened the door.	Min„ avasin sen oven.
I opened the link.	Avasin linkin.
I ordered a pizza.	Tilasin pitsan.
I ordered a pizza.	Tilasin pizzan.
I ought to go now.	Minun pit„„ menn„ nyt.
I owe you a lunch.	Olen sinulle lounaan velkaa.
I play chess, too.	Min„kin pelaan shakkia.
I play the violin.	Min„ soitan viulua.
I played football.	Pelasin jalkapalloa.
I plead ignorance.	Vetoan tiet„m„tt”myyteen.
I punished my son.	Rankaisin poikaani.
I really love you.	Min„ todellakin rakastan sinua.
I really love you.	Min„ todella rakastan sinua.
I really love you.	Min„ todellakin rakastan teit„.
I really love you.	Min„ todella rakastan teit„.
I really love you.	M„ ihan oikeesti rakastan sua.
I really love you.	M„ ihan oikeesti rakastan teit„.
I really love you.	M„„ todella rakastan sua.
I really love you.	M„„ todella rakastan teit„.
I really need you.	Tarvitsen sinua todella.
I really need you.	Min„ todellakin tarvitsen sinua.
I remember it now.	Nyt min„ muistan sen.
I resumed walking.	Jatkoin k„velemist„.
I said come alone.	Sanoin, ett„ tule yksin.
I said good night.	Sanoin hyv„t y”t.
I sat on the sofa.	Istuin sohvalla.
I saw Tom earlier.	N„in Tomin aikaisemmin.
I saw Tom tonight.	Tapasin Tomin t„n„ iltana.
I saw Tom tonight.	N„in Tomin kanssa t„n„ iltana.
I saw Tom tonight.	N„in Tomin t„n„ iltana.
I saw an airplane.	N„in lentokoneen.
I saw the message.	N„in viestin.
I saw the message.	Min„ n„in viestin.
I saw the message.	M„ n„in sen viestin.
I seem to be lost.	Olen n„k”j„„n eksynyt.
I sent her a doll.	L„hetin tyt”lle nuken.
I should head out.	Minun t„ytyy menn„.
I should head out.	Minun pit„„ menn„.
I should head out.	Minun t„ytyy l„hte„.
I should tell Tom.	Minun pit„isi kertoa Tomille.
I shouldn't drink.	Minun ei pit„isi juoda.
I shut the window.	Suljin ikkunan.
I slept very well.	Nukuin todella hyvin.
I slept very well.	Min„ nukuin todella hyvin.
I stopped smoking.	Lopetin tupakoinnin.
I study at school.	Opiskelen koulussa.
I talked with Tom.	Puhuin Tomin kanssa.
I teach geography.	Opetan maantietoa.
I think I'm drunk.	Taidan olla humalassa.
I think I'm drunk.	Taidan olla p„iss„ni.
I think Tom knows.	Luulen Tomin tiet„v„n.
I think it's fair.	Minusta se on reilua.
I think it's fair.	Minun mielest„ni se on reilua.
I thought so, too.	Sit„ mielt„ min„kin olen.
I thought so, too.	My”s min„ olen sit„ mielt„.
I thought so, too.	Niin min„kin ajattelin.
I thought so, too.	Niin my”s min„ ajattelin.
I took a week off.	Otin viikon vapaata.
I took care of it.	Pidin siit„ huolta.
I tried it before.	Yritin sit„ aikaisemmin.
I tried it before.	Kokeilin sit„ aikaisemmin.
I tried to forget.	Yritin unohtaa.
I understand that.	Ymm„rr„n tuon.
I understand that.	Ymm„rr„n tuota.
I understand that.	Min„ ymm„rr„n tuon.
I understand that.	Min„ ymm„rr„n tuota.
I used to be rich.	Olin ennen rikas.
I want a bunk bed.	Haluan kerross„ngyn.
I want a lot more.	Haluan paljon enemm„n.
I want a notebook.	Haluan kannettavan tietokoneen.
I want more money.	Haluan lis„„ rahaa.
I want more money.	Tahdon lis„„ rahaa.
I want some money.	Haluan v„h„n rahaa.
I want them alive.	Haluan heid„t el„vin„.
I want to be rich.	Haluan rikastua.
I want to be sure.	Haluan olla varma.
I want to believe.	Haluan uskoa.
I want to come in.	Haluan tulla sis„„n.
I want to hug you.	Haluan halua sinua.
I want to see Tom.	Haluan tavata Tomin.
I want to see Tom.	Haluan tavata Tomin kanssa.
I was half asleep.	Olin puoliksi unessa.
I was just joking.	Min„ vain vitsailin.
I was just joking.	Min„ vain pilailin.
I was just mugged.	Minut on juuri ry”stetty.
I was on vacation.	Olin lomalla.
I was only joking.	Min„ vain vitsailin.
I was only joking.	Min„ vain pilailin.
I was overwhelmed.	Jouduin tunnekuohun valtaan.
I was overwhelmed.	H„kellyin.
I was overwhelmed.	Olin musertunut.
I was quoting Tom.	Lainasin Tomia.
I was quoting Tom.	Siteerasin Tomia.
I was really lost.	Olin todella hukassa.
I was really lost.	Min„ olin todella hukassa.
I was very lonely.	Olin todella yksin„inen.
I washed my shirt.	Pesin paitani.
I wasn't informed.	Minulle ei kerrottu asiasta.
I wasn't prepared.	En ollut varautunut.
I wasn't prepared.	En ollut valmiina.
I wasn't prepared.	En ollut valmistautunut.
I wasn't sleeping.	En min„ nukkunut.
I watched Tom die.	Katsoin Tomin kuolevan.
I went for a swim.	Menin uimaan.
I went on reading.	Jatkoin lukemista.
I went to see Tom.	Menin katsomaan Tomia.
I went to the gym.	Menin kuntosalille.
I went to the gym.	K„vin punttisalilla.
I will inform Tom.	Tulen kertomaan Tomille.
I will inform Tom.	Min„ kerron Tomille.
I wish I was dead.	Voi kunpa olisin kuollut.
I won first prize.	Voitin ensimm„isen palkinnon.
I won the lottery.	M„ voitin lotossa.
I won the lottery.	Voitin lotossa.
I won't come home.	En tule kotiin.
I won't marry you.	En halua menn„ naimisiin kanssasi.
I won't sign this.	Min„ en t„t„ allekirjoita.
I work long hours.	Teen pitk„„ p„iv„„.
I worry about him.	Olen huolissani h„nest„.
I would love that.	Se olisi ihanaa.
I'd love to do it.	Minusta olisi ihanaa tehd„ niin.
I'd probably lose.	Min„ todenn„k”isesti h„vi„isin.
I'd rather forget.	Mieluummin unohtaisin asian.
I'll be back soon.	Palaan pian.
I'll be back soon.	Tulen pian takaisin.
I'll be back soon.	Min„ tulen pian takaisin.
I'll bet it hurts.	Se sattuu varmasti.
I'll do it anyway.	Teen sen joka tapauksessa.
I'll eat an apple.	Sy”n omenan.
I'll eat an apple.	Min„ sy”n omenan.
I'll feed the dog.	Ruokin koiran.
I'll get over you.	P„„sen sinusta yli.
I'll give it back.	Min„ annan sen takaisin.
I'll give it back.	Annan sen takaisin.
I'll help you out.	Min„ autan.
I'll pay the bill.	Min„ maksan laskun.
I'll pay you back.	Maksan sinulle takaisin.
I'll pay you well.	Maksan sinulle hyvin.
I'll send it back.	L„het„n sen takaisin.
I'll speak slowly.	Puhun hitaasti.
I'll tell my wife.	Min„ kerron vaimolleni.
I'll try to do it.	Min„ yrit„n tehd„ sen.
I'll wait for you.	Min„ odotan sinua.
I'll write to Tom.	Min„ kirjoitan Tomille.
I'm a Sagittarius.	Olen Jousimies.
I'm a Sagittarius.	Olen jousimies.
I'm a Sagittarius.	Min„ olen jousimies.
I'm a Sagittarius.	Min„ olen Jousimies.
I'm a bit anxious.	Olen hiukan hermostunut.
I'm a bit worried.	Olen hieman huolestunut.
I'm a cheerleader.	Olen cheerleader.
I'm a human being.	Olen ihminen.
I'm a little busy.	Minulla on v„h„n kiire.
I'm a little busy.	Mulla on v„h„n kiire.
I'm a little busy.	On v„h„n kiire.
I'm a little sick.	Olen v„h„n kipe„.
I'm a little sick.	M„ oon v„h„n kipee.
I'm a new student.	Olen uusi opiskelija.
I'm a patient man.	Olen k„rsiv„llinen mies.
I'm a slow walker.	Olen hidas k„velem„„n.
I'm a wealthy man.	Olen varakas mies.
I'm able to speak.	Min„ kykenen puhumaan.
I'm able to speak.	Kykenen puhumaan.
I'm all alone now.	Olen nyt aivan yksin.
I'm already ready.	Olen jo valmis.
I'm already tired.	Olen jo v„synyt.
I'm already tired.	Olen v„synyt jo nyt.
I'm always hungry.	Olen aina n„lk„inen.
I'm an only child.	Olen ainoa lapsi.
I'm as old as you.	Min„ olen yht„ vanha kuin sin„.
I'm bad at sports.	Olen huono urheilussa.
I'm bad at sports.	Olen huono urheilemaan.
I'm bad at tennis.	Olen huono tenniksess„.
I'm being serious.	M„ olen tosissani.
I'm drinking milk.	Juon maitoa.
I'm drinking wine.	Min„ juon viini„.
I'm eating a pear.	Min„ sy”n p„„ryn„„.
I'm eating a pear.	Sy”n p„„ryn„n.
I'm extremely fat.	Olen tosi lihava.
I'm extremely fat.	Olen hirve„n lihava.
I'm extremely fat.	Olen hirvitt„v„n lihava.
I'm fasting today.	T„n„„n min„ paastoan.
I'm fasting today.	T„n„„n paastoan.
I'm feeling dizzy.	Minua huimaa.
I'm feeling dizzy.	Mua huimaa.
I'm getting bored.	Alan tylsistym„„n.
I'm getting bored.	Minulla alkaa olla tyls„„.
I'm getting dizzy.	Minua alkaa huimata.
I'm glad Tom's OK.	Olen iloinen, ett„ Tom on kunnossa.
I'm going to help.	Min„ aion auttaa.
I'm going to jump.	Min„ hypp„„n.
I'm going to jump.	Min„ aion hyp„t„.
I'm going to quit.	Min„ aion lopettaa.
I'm going to stay.	Min„ j„„n.
I'm going to stay.	Min„ aion j„„d„.
I'm going to town.	Olen menossa kaupunkiin.
I'm going to wait.	Min„ aion odottaa.
I'm going to work.	Menen t”ihin.
I'm happy for Tom.	Olen onnellinen Tomin puolesta.
I'm in the shower.	Olen suihkussa.
I'm just guessing.	Min„ vain arvailen.
I'm just guessing.	Min„ vaan veikkaan.
I'm keeping count.	Pid„n lukua.
I'm leaving today.	L„hden t„n„„n.
I'm making a list.	Teen listaa.
I'm not a patriot.	En ole patriootti.
I'm not a student.	Min„ en ole opiskelija.
I'm not a teacher.	En ole opettaja.
I'm not a tourist.	Min„ en ole turisti.
I'm not a tourist.	En ole turisti.
I'm not an expert.	En ole asiantuntija.
I'm not easygoing.	En ole rento tyyppi.
I'm not from here.	En ole kotoisin t„„lt„.
I'm not giving up.	En aio antaa periksi!
I'm not impressed.	En ole vaikuttunut.
I'm not in a rush.	Minulla ei ole kiire.
I'm not my father.	Min„ en ole minun is„ni.
I'm not your maid.	En ole sinun palvelustytt”.
I'm old-fashioned.	Olen vanhanaikainen.
I'm quite certain.	Olen aika varma.
I'm ready for bed.	Olen valmis nukkumaan.
I'm really hungry.	Minulla on todella kova n„lk„.
I'm really lonely.	Olen todella yksin„inen.
I'm really lonely.	Min„ olen todella yksin„inen.
I'm still itching.	Minua kutittaa viel„kin.
I'm still thirsty.	Minulla on viel„ jano.
I'm tired already.	Olen jo v„synyt.
I'm tired already.	Olen v„synyt jo nyt.
I'm very confused.	Olen todella h„mmentynyt.
I'm way too tired.	Olen aivan liian v„synyt.
I'm working again.	Olen taas t”iss„.
I'm your boss now.	Min„ olen nyt sinun pomosi.
I'm your boss now.	Min„ olen nyt pomosi.
I'm your neighbor.	Olen naapurisi.
I'm your roommate.	Olen huonekaverisi.
I'm your roommate.	Olen k„mpp„kaverisi.
I'm your roommate.	Olen k„mppiksesi.
I've done my best.	Olen tehnyt parhaani.
I've done my duty.	Olen tehnyt velvollisuuteni.
I've got diabetes.	Minulla on diabetes.
I've got to study.	Minun pit„„ opiskella.
I've heard of you.	Olen kuullut sinusta.
I've kept my word.	Olen pit„nyt sanani.
I've lost my keys.	Hukkasin avaimeni.
I've lost my keys.	Olen h„vitt„nyt avaimeni.
I've lost my keys.	Olen kadottanut avaimeni.
Inflation is down.	Inflaatio on matala.
Is Mary your wife?	Onko Mari vaimosi?
Is Tom a criminal?	Onko Tom rikollinen?
Is Tom any better?	Onko Tom yht„„n paremmassa kunnossa?
Is Tom going, too?	Onko Tomkin menossa?
Is Tom in surgery?	Onko Tom leikkauksessa?
Is Tom in trouble?	Onko Tom vaikeuksissa?
Is Tom on his way?	Onko Tomi matkalla t„nne?
Is Tom still sick?	Onko Tom viel„ sairas?
Is Tom still sick?	Onko Tom edelleen kipe„?
Is Tom there, too?	Onko Tomkin siell„?
Is Tom there, too?	Onko Tom my”s siell„?
Is Tom there, too?	Onko my”s Tom siell„?
Is everybody here?	Ovatko kaikki t„„ll„?
Is everybody okay?	Ovatko kaikki kunnossa?
Is it hot outside?	Onko ulkona kuuma?
Is it still alive?	Onko se yh„ elossa?
Is it still alive?	Onko se viel„kin elossa?
Is sugar a poison?	Onko sokeri myrkky„?
Is that an option?	Onko se vaihtoehto?
Is that dog Tom's?	Onko se Tomin koira?
Is that the truth?	Onko se totuus?
Is that your wife?	Onko se vaimosi?
Is that your wife?	Onko tuo vaimosi?
Is the exam today?	Onko koe t„n„„n?
Is there time now?	Onko nyt aikaa?
Is this Tom's bag?	Onko t„m„ Tomin laukku?
Is this car yours?	Onko t„m„ auto sinun?
Is this our hotel?	Onko t„m„ meid„n hotellimme?
Is this seat free?	Onko t„m„ paikka vapaa?
Is this the place?	Onko t„m„ se paikka?
Is this your beer?	Onko t„m„ oluesi?
Is this your beer?	Onko t„m„ kaljasi?
Is this your bike?	Onko t„m„ py”r„si?
Is this your bike?	Onko t„m„ fillarisi?
Is this your book?	Onko t„m„ kirjasi?
Is this your book?	Onko t„m„ sinun kirjasi?
Is this your wine?	Onko t„m„ sinun viinisi?
Isn't it pathetic?	Eik” olekin s„„litt„v„„?
It belongs to Tom.	Se kuuluu Tomille.
It belongs to Tom.	Se on Tomin omaisuutta.
It cannot be true.	Ei voi olla totta.
It could be worse.	Asiat voisivat olla huonomminkin.
It could get ugly.	Tilanne voi riist„yty„ k„sist„.
It doesn't matter.	Ei sen v„li„.
It felt very cold.	Se tuntui todella kylm„lt„.
It fits perfectly.	Se sopii t„ydellisesti.
It has cooled off.	Se on j„„htynyt.
It has cooled off.	Se on viilentynyt.
It has cooled off.	On tullut viile„„.
It has cooled off.	On viilentynyt.
It isn't too deep.	Se ei ole liian syv„.
It isn't too deep.	Siin„ ei ole liian syv„„.
It looks familiar.	Se n„ytt„„ tutulta.
It never gets old.	Se ei vanhene koskaan.
It rained heavily.	Satoi rankasti.
It seems adequate.	Se vaikuttaa kelpoiselta.
It seems adequate.	Se vaikuttaa riitt„v„lt„.
It sounds strange.	Se kuulostaa oudolta.
It was a surprise.	Se oli yll„tys.
It was about time.	Oli jo aikakin!
It was about time.	Oli jo aikakin.
It was my mistake.	Se oli minun virheeni.
It was no problem.	Siit„ ei tullut ongelmia.
It was no problem.	Se ei ollut ongelma.
It was no problem.	Se ei koitunut ongelmaksi.
It was no problem.	Se ei ollut ongelma eik„ mik„„n.
It was very quiet.	Oli todella hiljaista.
It was very small.	Se oli kovin pikkuinen.
It was very small.	Se oli tosi pieni.
It wasn't a party.	Ne eiv„t olleet juhlat.
It won't help you.	Siit„ ei ole sinulle apua.
It's a cloudy day.	On pilvinen p„iv„.
It's a compliment.	Se on kohteliaisuus.
It's a conspiracy.	Se on salaliitto.
It's a grim world.	Maailma on julma.
It's a lot of fun.	Se on todella hauskaa.
It's a nice party.	Kivat juhlat.
It's a nice party.	Onpa kivat juhlat.
It's a short walk.	Se on lyhyen k„velymatkan p„„ss„.
It's a short walk.	Sinne on lyhyt k„velymatka.
It's a short walk.	Sinne ei ole pitk„ matka k„vellen.
It's a short walk.	Sinne on lyhyt matka k„vellen.
It's a short walk.	Se on l„hell„ k„vellen.
It's a simple job.	Se on yksinkertainen ty”.
It's a stupid law.	Se on typer„ laki.
It's a wild guess.	Se on villi arvaus.
It's a woodpecker.	Se on tikka.
It's all I've got.	Se on kaikki mit„ minulla on.
It's almost empty.	Se on melkein tyhj„.
It's already 7:00.	Kello on jo seitsem„n.
It's already dark.	On jo pime„„.
It's already dark.	On jo pime„.
It's already late.	On jo my”h„.
It's already open.	Se on jo auki.
It's confidential.	Se on luottamuksellinen.
It's dark in here.	T„„ll„ on pime„„.
It's dark outside.	Ulkona on pime„„.
It's easy to make.	Se on helppo tehd„.
It's for tourists.	Se on turisteja varten.
It's in my pocket.	Se on minun taskussani.
It's in my pocket.	Se on mun taskus.
It's like a dream.	Se on kuin unta.
It's my brother's.	Se on veljeni.
It's my only hope.	Se on minun ainoa toivo.
It's not a secret.	Se ei ole salaisuus.
It's not my fault.	Se ei ole minun vikani.
It's not the same.	Ei se ole sama asia.
It's not the same.	Se ei ole sama asia.
It's not too deep.	Se ei ole liian syv„.
It's not too deep.	Siin„ ei ole liian syv„„.
It's not worth it.	Se ei ole sen arvoista.
It's now or never.	Nyt tai ei koskaan.
It's on the house.	Talo tarjoaa!
It's on your desk.	Se on kirjoitusp”yd„ll„si.
It's quite a mess.	Se on melkoinen sotku.
It's quite a mess.	Se on aikamoinen sotku.
It's raining hard.	Sataa kaatamalla.
It's snowing here.	T„„ll„ sataa lunta.
It's the last one.	Se on viimeinen.
It's time to talk.	On aika puhua.
It's too far away.	Se on liian kaukana.
It's too late now.	On liian my”h„ist„ nyt.
It's unbelievable.	Se on uskomatonta.
It's warm in here.	T„„ll„ sis„ll„ on l„mmint„.
Just do your best.	Tee vain parhaasi.
Just do your best.	Tee yksinkertaisesti parhaasi.
Just look outside.	Katsopa ulos.
Keep an eye on it.	Pid„ sit„ silm„ll„.
Keep an eye on it.	Pit„k„„ sit„ silm„ll„.
Keep away from me.	Žl„ tule l„helleni!
Keep away from me.	Pysy poissa!
Keep away from me.	Pysy kaukana minusta!
Lead bends easily.	Lyijy taipuu helposti.
Let Tom handle it.	Anna Tomin hoitaa se.
Let Tom stay here.	Anna Tomin j„„d„ t„nne.
Let me rest a bit.	Anna minun lev„t„ v„h„n.
Let no one escape.	Kukaan ei saa karata.
Let's do our best.	Tehd„„n parhaamme.
Let's do the work.	Tehd„„n se ty”.
Let's finish this.	Tehd„„n t„m„ valmiiksi.
Let's finish this.	Lopetetaan t„m„ t„h„n.
Let's finish this.	P„„tet„„np„ t„m„ t„h„n.
Let's get married.	Menn„„n naimisiin.
Let's go downtown.	Menn„„n kaupungille.
Let's go downtown.	Menn„„n keskustaan.
Let's go swimming.	Menn„„n uimaan.
Let's have a look.	Katsotaanpa.
Let's keep moving.	Pysyt„„n liikkell„.
Let's see some ID.	Saisinko n„hd„ henkil”llisyystodistuksen?
Let's see some ID.	Katsotaanpa sitten henkkarit.
Let's see some ID.	N„yt„p„ henkkarit.
Let's start again.	Aloitetaan taas!
Let's step inside.	Astutaan sis„„n.
Let's step inside.	K„yd„„n sis„„n.
Let's take a rest.	Lev„t„„n v„h„n.
Let's take a rest.	Huilataan v„h„n.
Let's take a walk.	Menn„„n k„velylle.
Let's toss a coin.	Heitet„„n kolikkoa.
Let's toss a coin.	Pelataan kruunaa ja klaavaa.
Life is a mystery.	El„m„ on mysteeri.
Life is beautiful.	El„m„ on kaunista.
Life is beautiful.	El„m„ on ihanaa.
Life is wonderful.	El„m„ on ihanaa.
Light the candles.	Sytyt„ kynttil„t.
Living isn't easy.	Ei ole el„minen helppoa.
Long time, no see.	Hauska tappa vanha tuttu!
Look at the clock.	Katso kelloa.
Look at the girls.	Katso tytt”j„.
Look at the girls.	Katso niit„ tytt”j„.
Look at the stars.	Katso t„hti„.
Look into my eyes.	Katso minua silmiin.
Look out for bees.	Varo mehil„isi„.
Love is confusing.	Rakkaus on h„mment„v„„.
Love will survive.	Rakkaus pysyy.
Mary has big eyes.	Marilla on suuret silm„t.
Mary has big eyes.	Marialla on isot silm„t.
Mary has big eyes.	Marialla on suuret silm„t.
Mary is my mother.	Mari on „itini.
May God bless you.	Jumala siunatkoon sinua.
May I go with you?	Voinko tulla mukaan?
May I put it here?	Voinko laittaa sen t„h„n?
May I put it here?	Voinko laittaa sen t„nne?
May I put it here?	Saanko laittaa sen t„h„n?
May I put it here?	Saanko laittaa sen t„nne?
May I put it here?	Voinko min„ laittaa sen t„h„n?
May I put it here?	Voinko min„ laittaa sen t„nne?
May I put it here?	Saanko min„ laittaa sen t„h„n?
May I put it here?	Saanko min„ laittaa sen t„nne?
May I take a bath?	Voisinko ottaa kylvyn?
May I touch these?	Saanko koskea n„ihin?
May I try this on?	Voinko sovittaa t„t„?
Maybe I'll try it.	Ehk„ yrit„n sit„.
Maybe we can talk.	Ehk„ voimme puhua.
Might makes right.	Jos on valta, on my”s oikeus.
Mosquitos love me.	Hyttyset rakastavat minua.
Mosquitos love me.	Itikat rakastavat minua.
My bike is broken.	Minun py”r„ni on rikki.
My bike is broken.	Polkupy”r„ni on rikki.
My car was stolen.	Autoni varastettiin.
My car was stolen.	Mun auto p”llittiin.
My eyes are itchy.	Minun silm„ni kutisevat.
My father is here.	Is„ni on t„„ll„.
My father is rich.	Is„ni on rikas.
My father is tall.	Minun is„ni on pitk„.
My glass is empty.	Lasini on tyhj„.
My knife is sharp.	Veitseni on ter„v„.
My life is boring.	Minun el„m„ni on tyls„„.
My life is boring.	Mun el„m„ on tyls„„.
My life is ruined.	El„m„ni on pilalla.
My shoes are gone.	Kenk„ni ovat poissa.
My shoes are gone.	Kenk„ni ovat kadonneet.
My shoes are gone.	Kenk„ni ovat h„vinneet.
My shoulder hurts.	Olkap„„h„ni sattuu.
My shoulders hurt.	Minun hartioitani s„rkee.
My uncle hired me.	Enoni palkkasi minut.
My uncle hired me.	Set„ni palkkasi minut.
No music, no life.	Ei musiikkia, ei el„m„„.
No one misses you.	Kukaan ei kaipaa sinua.
No one trusts Tom.	Kukaan ei luota Tomiin.
No one's seen Tom.	Kukaan ei ole n„hnyt Tomia.
Nobody called Tom.	Kukaan ei soittanut Tomille.
Nobody is perfect.	Kukaan ei ole t„ydellinen.
Nobody noticed me.	Kukaan ei ilmoittanut minulle.
Nobody trusts Tom.	Kukaan ei luota Tomiin.
Nobody visits Tom.	Kukaan ei k„y Tomin luona.
Nobody's seen Tom.	Kukaan ei ole n„hnyt Tomia.
Now it's too late.	Nyt se on liian my”h„ist„.
Now just stay put.	Pysy nyt vain paikallasi.
Obey your parents.	Tottele vanhempiasi.
Paper absorbs oil.	Paperi imee ”ljy„.
Peaches are sweet.	Persikat ovat makeita.
People are stupid.	Ihmiset ovat tyhmi„.
Pepper is a spice.	Pippuri on mauste.
Permit me to stay.	Olkaa niin kiltti ja antakaa minun j„„d„.
Permit me to stay.	Sallikaa minun j„„d„, olkaa niin yst„v„llinen.
Pink is for girls.	Vaaleanpunainen on tyt”ille.
Pink is for girls.	Pinkki on tytt”jen v„ri.
Please be careful.	Olethan varovainen.
Please call again.	Soitathan uudestaan.
Please come again.	Tule taas k„ym„„n.
Please come again.	Tule uudestaan.
Please come again.	Tule toistekin.
Please correct it.	Voisitko korjata sen?
Please don't jump.	Žl„ hypp„„!
Please don't talk.	Ole kiltti „l„k„ puhu.
Please forgive me.	Anna minulle anteeksi.
Please keep going.	Jatka ole kiltti
Please keep quiet.	Voisitko sin„ olla hiljaa?
Please reconsider.	Harkitsehan uudestaan
Please reconsider.	Harkitkaahan uudestaan.
Please reconsider.	Mietith„n viel„.
Please reconsider.	Mietitteh„n viel„.
Please stay quiet.	Olethan hiljaa.
Please wait a bit.	Hetkinen.
Please wait a bit.	Pieni hetki.
Please wait a bit.	Odota hetkinen.
Please wait a bit.	Odottakaa hetkinen.
Poets write poems.	Runoilijat kirjoittavat runoja.
Pretend you're me.	Laita itsesi minun kenkiini.
Publish or perish.	Julkaise tai kuole.
Publish or perish.	Julkaise tai tuhoudu.
Publish or perish.	Julkaise tai h„vi„.
Put on your apron.	Laita esiliina p„„llesi.
Put on your apron.	Laita essu p„„lle.
Put some music on.	Laita v„h„n jotain musiikkia.
Put some music on.	Laita jotain musiikkia soimaan.
Put some music on.	Laita jotain musiikkia kuulumaan.
Put up your dukes.	Valmistaudu tappelemaan.
Put up your dukes.	Valmistautukaa tappelemaan.
Put up your dukes.	Nosta nyrkkisi.
Put up your dukes.	Nostakaa nyrkkinne.
Put your arm down.	Laske k„tesi alas.
Put your shoes on.	Laita keng„t jalkaan.
Read another book.	Lue viel„ toinen kirja.
Read another book.	Luepa viel„ toinen kirja.
Rugs absorb sound.	Matot absorboivat „„nt„.
Say it in English.	Sano se englanniksi.
See you next week!	N„hd„„n ensi viikolla.
See you next week.	N„hd„„n ensi viikolla.
See you next week.	Ensi viikkoon!
Shame on you, Tom.	Saisit h„vet„, Tomi.
She always smiles.	H„n hymyilee aina.
She began to sing.	H„n alkoi laulaa.
She can't stop it.	H„n ei pysty lopettamaan sit„.
She can't stop it.	H„n ei pysty pys„ytt„m„„n sit„.
She caught my eye.	H„n veti huomioni puoleensa.
She decided to go.	H„n p„„tti menn„.
She decided to go.	H„n p„„tti l„hte„.
She did it slowly.	H„n teki sen hitaasti.
She didn't answer.	H„n ei vastannut.
She guessed right.	H„n arvasi oikein.
She has blue eyes.	H„nell„ on siniset silm„t.
She has long hair.	H„nell„ on pitk„t hiukset.
She hates carrots.	H„n vihaa porkkanoita.
She is aggressive.	H„n on aggressiivinen.
